FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,CAPACITY
10003342,LAKE ERIE CORRECTIONAL INSTITUTION,501 THOMPSON RD,CONNEAUT,OH,44030,STATE,OPEN,1766,ASHTABULA,39007,USA,-999
10005346,THEO LACY FACILITY,501 THE CITY DRIVE SOUTH,ORANGE,CA,92868,COUNTY,OPEN,3249,ORANGE,6059,USA,3442
10001037,SHAWNEE COUNTY ADULT DETENTION CENTER,501 SOUTHEAST 8TH STREET,TOPEKA,KS,66607,COUNTY,OPEN,403,SHAWNEE,20177,USA,507
10005614,GRANT COUNTY JUVENILE DETENTION CENTER,501 SOUTH ADAMS ST,MARION,IN,46952,COUNTY,OPEN,6,GRANT,18053,USA,46
10002072,NICOLLET COUNTY JAIL,501 S. MINNESOTA AVE,SAINT PETER,MN,56082,COUNTY,OPEN,16,NICOLLET,27103,USA,34
10000596,MOHAVE COUNTY JAIL / DETENTION,501 S. HIGHWAY 66,KINGMAN,AZ,86401,COUNTY,OPEN,-999,MOHAVE,4015,USA,688
10001495,CHESTER COUNTY PRISON,501 S WAWASET RD,WEST CHESTER,PA,19382,COUNTY,OPEN,812,CHESTER,42029,USA,1137
10004882,SEWARD COUNTY JAIL,501 NORTH WASHINGTON,LIBERAL,KS,67901,COUNTY,OPEN,-999,SEWARD,20175,USA,-999
10002202,SUMMIT COUNTY JAIL / SHERIFF,501 NORTH PARK AVENUE,BRECKENRIDGE,CO,80424,COUNTY,OPEN,-999,SUMMIT,8117,USA,95
10005988,ISLAND COUNTY JUVENILE DETENTION AND FAMILY COURT SERVICES,501 NORTH MAIN STREET,COUPEVILLE,WA,98239,COUNTY,OPEN,-999,ISLAND,53029,USA,-999
10004671,DUPAGE COUNTY JAIL,501 NORTH COUNTY FARM ROAD,WHEATON,IL,60187,COUNTY,OPEN,630,DUPAGE,17043,USA,825
10005871,RICH HILL YOUTH DEVELOPMENT CENTER,501 NORTH 14TH STREET,RICH HILL,MO,64779,STATE,OPEN,23,BATES,29013,USA,24
10004340,BINGHAM COUNTY JAIL,501 N MAPLE #408,BLACKFOOT,ID,83221,COUNTY,OPEN,-999,BINGHAM,16011,USA,102
10003094,DAUPHIN COUNTY PRISON,501 MALL RD,HARRISBURG,PA,17111,COUNTY,OPEN,1273,DAUPHIN,42043,USA,1322
10004363,CARSON COUNTY JAIL,501 MAIN STREET,PANHANDLE,TX,79068,COUNTY,OPEN,22,CARSON,48065,USA,50
10002525,FLORENCE COUNTY JAIL,501 LAKE AVE,FLORENCE,WI,54121,COUNTY,OPEN,-999,FLORENCE,55037,USA,-999
10006171,FCI EDGEFIELD CAMP,501 GARY HILL RD,EDGEFIELD,SC,29824,FEDERAL,OPEN,449,EDGEFIELD,45037,USA,512
10001146,FCI EDGEFIELD,501 GARY HILL RD,EDGEFIELD,SC,29824,FEDERAL,OPEN,1229,EDGEFIELD,45037,USA,1152
10001613,BUCHANAN COUNTY JAIL,501 FARAON ST,ST. JOSEPH,MO,64501,COUNTY,OPEN,-999,BUCHANAN,29021,USA,224
10004997,CHARLES MIX COUNTY JAIL,501 EAST LAKE ST,LAKE ANDES,SD,57356,COUNTY,OPEN,-999,CHARLES MIX,46023,USA,60
10004930,MICHAEL L. BECHER ADULT CORRECTIONAL COMPLEX,501 E COURT AVE,JEFFERSONVILLE,IN,47130,COUNTY,OPEN,-999,CLARK,18019,USA,197
10005658,VALLEY COUNTY JAIL / SHERIFF,501 COURT SQUARE,GLASGOW,MT,59230,COUNTY,OPEN,27,VALLEY,30105,USA,-999
10000375,FCI TALLAHASSEE,501 CAPITAL CIRCLE NE,TALLAHASSEE,FL,32301,FEDERAL,OPEN,925,LEON,12073,USA,628
10003518,KNOX COUNTY DETENTION FACILITY,5001 MALONEYVILLE RD,KNOXVILLE,TN,37918,COUNTY,OPEN,1132,KNOX,47093,USA,1036
10001555,VOLUNTEERS OF AMERICA-CHESAPEAKE RESIDENTIAL RE-ENTRY CENTER,5000 EAST MONUMENT ST,BALTIMORE,MD,21205,STATE,OPEN,-999,BALTIMORE (CITY),24510,USA,148
10003000,CALIENTE YOUTH CENTER,500 YOUTH CENTER DRIVE,CALIENTE,NV,89008,STATE,OPEN,115,LINCOLN,32017,USA,140
10001545,WASHINGTON COUNTY DETENTION CENTER,500 WESTERN MARYLAND PKWY,HAGERSTOWN,MD,21740,COUNTY,OPEN,290,WASHINGTON,24043,USA,393
10005877,PHELPS COUNTY JAIL,500 WEST SECOND STREET,ROLLA,MO,65401,COUNTY,OPEN,-999,PHELPS,29161,USA,-999
10004953,SCOTT COUNTY JUVENILE DETENTION CENTER,500 WEST 4TH STREET,DAVENPORT,IA,52801,COUNTY,OPEN,-999,SCOTT,19163,USA,16
10006102,ADAMS COUNTY JAIL / SHERIFF,500 WEST 4TH STREET,HASTINGS,NE,68902,COUNTY,OPEN,29,ADAMS,31001,USA,37
10004005,ALBERT C WAGNER YOUTH CORRECTIONAL FACILITY,500 WARD AVE,CHESTERFIELD,NJ,8515,STATE,OPEN,653,BURLINGTON,34005,USA,1032
10001083,JONES COUNTY JAIL,500 W MAIN ST,ANAMOSA,IA,52205,COUNTY,OPEN,-999,JONES,19105,USA,26
10002513,CLARK COUNTY JUVENILE DETENTION CENTER,500 W 11TH ST,VANCOUVER,WA,98666,COUNTY,OPEN,-999,CLARK,53011,USA,80
10002841,TRAVIS COUNTY JAIL / CENTRAL BOOKING FACILITY,500 W 10TH ST,AUSTIN,TX,78701,COUNTY,OPEN,348,TRAVIS,48453,USA,361
10006913,KENNER CITY JAIL,500 VETERANS BLVD,KENNER,LA,70062,LOCAL,OPEN,-999,JEFFERSON,22051,USA,64
10000788,SOLANO COUNTY JUSTICE CENTER DETENTION FACILITY,500 UNION AVENUE,FAIRFIELD,CA,94533,COUNTY,OPEN,526,SOLANO,6095,USA,737
10006562,MT. VERNON TREATMENT CENTER,500 STATE DRIVE,MT. VERNON,MO,65712,STATE,OPEN,31,LAWRENCE,29109,USA,36
10001464,HUERFANO COUNTY JAIL,500 SOUTH ALBERT STREET,WALSENBURG,CO,81089,COUNTY,OPEN,-999,HUERFANO,8055,USA,-999
10001853,WEST UNION RESIDENTIAL FACILITY,500 S PINE ST,WEST UNION,IA,52175,STATE,OPEN,45,FAYETTE,19065,USA,48
10001272,REEVES COUNTY JAIL,500 S OAK ST,PECOS,TX,79772,COUNTY,OPEN,67,REEVES,48389,USA,84
10006471,FAULKNER COUNTY DETENTION FACILITY UNIT II,500 S GERMAN LN,CONWAY,AR,72032,COUNTY,OPEN,-999,FAULKNER,5045,USA,-999
10001643,TENSAS / J.B. EVANS CORRECTIONAL CENTER,500 ROUTH ST,NEWELTON,LA,71357,STATE,OPEN,-999,TENSAS,22107,USA,388
10001043,HUTCHINSON C.F.-CENTRAL & WORK RELEASE CENTER,500 REFORMATORY STREET,HUTCHINSON,KS,67504,STATE,OPEN,1114,RENO,20155,USA,1106
10004374,RED RIVER COUNTY JAIL,500 NORTH CEDAR STREET,CLARKSVILLE,TX,75426,COUNTY,OPEN,41,RED RIVER,48387,USA,95
10006725,ADAMS COUNTY JAIL,500 NINTH STREET,CORNING,IA,50841,COUNTY,OPEN,-999,ADAMS,19003,USA,22
10002585,WASHINGTON COUNTY JAIL / JUVENILE DETENTION,500 N SCHMIDT RD,WEST BEND,WI,53095,COUNTY,OPEN,241,WASHINGTON,55131,USA,-999
10002663,MINNEHAHA COUNTY JAIL,500 N MINNESOTA AVE,SIOUX FALLS,SD,57104,COUNTY,OPEN,477,MINNEHAHA,46099,USA,436
10002705,HUTCHINSON COUNTY JAIL,500 N MAIN ST,STINNETT,TX,79083,COUNTY,OPEN,46,HUTCHINSON,48233,USA,70
10006403,WOODRUFF COUNTY JAIL,500 N 3RD ST,AUGUSTA,AR,72006,COUNTY,OPEN,-999,WOODRUFF,5147,USA,-999
10004539,TIFT COUNTY JAIL / SHERIFF,500 MORGAN DRIVE,TIFTON,GA,31793,COUNTY,OPEN,188,TIFT,13277,USA,260
10004857,HODGEMAN COUNTY JAIL,500 MAIN STREET,JETMORE,KS,67854,COUNTY,OPEN,-999,HODGEMAN,20083,USA,8
10004036,QUEEN ANNE'S COUNTY DETENTION CENTER,500 LITTLE HUT DR,CENTREVILLE,MD,21617,COUNTY,OPEN,123,QUEEN ANNE'S,24035,USA,148
10004025,CECIL COUNTY DETENTION CENTER,500 LANDING LANE,ELKTON,MD,21921,COUNTY,OPEN,284,CECIL,24015,USA,324
10000412,GULF CORRECTIONAL INSTITUTION,500 IKE STEELE ROAD,WEWAHITCHKA,FL,32465,STATE,OPEN,1346,GULF,12045,USA,1568
10003003,MESQUITE DETENTION CENTER,500 HILLSIDE DR,MESQUITE,NV,89027,LOCAL,OPEN,-999,CLARK,32003,USA,20
10006301,JOE CORLEY DETENTION FACILITY,500 HILBIG STREET,CONROE,TX,77301,MULTI,OPEN,-999,MONTGOMERY,48339,USA,1517
10006015,PAWNEE COUNTY JAIL,500 HARRISON ST,PAWNEE,OK,74058,COUNTY,OPEN,61,PAWNEE,40117,USA,-999
10003655,BRECKINRIDGE COUNTY JAIL,500 GLENN NASH RD,HARDINSBURG,KY,40143,COUNTY,OPEN,184,BRECKINRIDGE,21027,USA,191
10006613,LAKE'S CROSSING CENTER,500 GALLETTI WAY,SPARKS,NV,89431,STATE,OPEN,-999,WASHOE,32031,USA,86
10002542,MARATHON COUNTY JAIL / SHERIFF,500 FOREST ST,WAUSAU,WI,54403,COUNTY,OPEN,330,MARATHON,55073,USA,279
10003299,RIVERSIDE REGIONAL JAIL,500 FOLAR TRAIL,NORTH PRINCE GEORGE,VA,23860,COUNTY,OPEN,1569,PRINCE GEORGE,51149,USA,1372
10002799,HAVINS PRE-RELEASE FACILITY,500 FM 45 E,BROWNWOOD,TX,76801,STATE,OPEN,566,BROWN,48049,USA,596
10006279,PAULDING COUNTY JAIL,500 EAST PERRY STREET,PAULDING,OH,45879,COUNTY,OPEN,22,PAULDING,39125,USA,-999
10004454,HARTWELL CITY JAIL,500 EAST HOWELL STREET,HARTWELL,GA,30643,LOCAL,OPEN,-999,HART,13147,USA,-999
10003117,SCI CHESTER,500 EAST FOURTH ST,CHESTER,PA,19013,STATE,OPEN,1271,DELAWARE,42045,USA,1178
10006023,ROGER MILLS COUNTY JAIL,500 EAST BROADWAY ST,CHEYENNE,OK,73628,COUNTY,OPEN,-999,ROGER MILLS,40129,USA,28
10005739,KARNES COUNTY JAIL,500 E WALL STREET,KARNES CITY,TX,78118,COUNTY,OPEN,19,KARNES,48255,USA,50
10001002,PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION,500 E PARRISH ST,PRAIRIE DU CHIEN,WI,53821,STATE,OPEN,515,CRAWFORD,55023,USA,326
10006017,MAJOR COUNTY JAIL,500 E BROADWAY,FAIRVIEW,OK,73737,COUNTY,OPEN,-999,MAJOR,40093,USA,-999
10000401,JOHN E GOODE PRETRIAL DETENTION FACILITY,500 E ADAMS ST,JACKSONVILLE,FL,32202,LOCAL,OPEN,2426,DUVAL,12031,USA,2189
10004540,BERRIEN COUNTY JAIL,500 COUNTY FARM ROAD,NASHVILLE,GA,31639,COUNTY,OPEN,68,BERRIEN,13019,USA,-999
10003680,MCCRACKEN REGIONAL JUVENILE DETENTION CENTER,500 COUNTRY PARK RD,PADUCAH,KY,42001,STATE,OPEN,28,MCCRACKEN,21145,USA,52
10004449,NORTH CENTRAL CORRECTIONAL INSTITUTION,500 COLONY ROAD,GARDNER,MA,1440,STATE,OPEN,959,WORCESTER,25027,USA,1012
10003118,GEORGE W HILL CORRECTIONAL FACILITY,500 CHEYNEY RD,THORNTON,PA,19373,COUNTY,OPEN,1733,DELAWARE,42045,USA,1863
10006168,SAGO PALM RE-ENTRY CENTER,500 BAY BOTTOM ROAD,PAHOKEE,FL,33476,STATE,OPEN,365,PALM BEACH,12099,USA,-999
10002468,KING COUNTY CORRECTIONAL FACILITY,500 5TH AVE,SEATTLE,WA,98104,COUNTY,OPEN,1307,KING,53033,USA,-999
10000870,SOUTH BAY DETENTION FACILITY,500 3RD AVENUE,CHULA VISTA,CA,91910,COUNTY,OPEN,389,SAN DIEGO,6073,USA,386
10003245,FAUQUIER COUNTY ADULT DETENTION CENTER,50 WEST LEE ST,WARRENTON,VA,20186,COUNTY,OPEN,-999,FAUQUIER,51061,USA,-999
10005032,HANCOCK COUNTY JAIL,50 STATE STREET,ELLSWORTH,ME,4605,COUNTY,OPEN,45,HANCOCK,23009,USA,-999
10003109,SCI FAYETTE,50 OVERLOOK DR,LABELLE,PA,15450,STATE,OPEN,2195,FAYETTE,42051,USA,1826
10000934,GARNER CORRECTIONAL INSTITUTION,50 NUNNAWAUK RD,NEWTOWN,CT,6470,STATE,OPEN,536,FAIRFIELD,9001,USA,-999
10004581,UNION COUNTY JAIL,50 NORTHWEST 1ST STREET,LAKE BUTLER,FL,32054,COUNTY,OPEN,37,UNION,12125,USA,36
10004918,MARION COUNTY INTAKE JAIL,50 N ALABAMA ST,INDIANAPOLIS,IN,46204,COUNTY,OPEN,191,MARION,18097,USA,225
10003197,WALLKILL CORRECTIONAL FACILITY,50 MCKENDRICK RD,WALLKILL,NY,12589,STATE,OPEN,550,ULSTER,36111,USA,608
10004725,EDWARDS COUNTY JAIL,50 EAST MAIN STREET,ALBION,IL,62806,COUNTY,OPEN,-999,EDWARDS,17047,USA,1
10002538,CHIPPEWA COUNTY JAIL,50 E SPRUCE ST,CHIPPEWA FALLS,WI,54729,COUNTY,OPEN,137,CHIPPEWA,55017,USA,201
10000761,HUDSON CORRECTIONAL FACILITY / WORK RELEASE,50 E COURT ST,HUDSON,NY,12534,STATE,OPEN,131,COLUMBIA,36021,USA,315
10001151,CROSSROADS CORRECTIONAL CENTER,50 CROSSROADS DR,SHELBY,MT,59474,MULTI,OPEN,604,TOOLE,30101,USA,664
10000052,MCDOWELL COUNTY CORRECTIONS - WELCH FACILITY,50 COURT STREET,WELCH,WV,24801,COUNTY,OPEN,-999,MCDOWELL,54047,USA,108
10006058,CARROLL COUNTY JAIL,50 COUNTY FARM RD,OSSIPEE,NH,3864,COUNTY,OPEN,61,CARROLL,33003,USA,220
10005269,PLUMAS COUNTY CORRECTIONAL FACILITY,50 ABERNATHY LANE,QUINCY,CA,95971,COUNTY,OPEN,51,PLUMAS,6063,USA,-999
10004305,CASS COUNTY JAIL / SHERIFF,5 WEST 7TH STREET,ATLANTIC,IA,50022,COUNTY,OPEN,19,CASS,19029,USA,16
10001397,WORCESTER COUNTY HOUSE OF CORRECTION / JAIL,5 PAUL X TIVNAN DR,WEST BOYLSTON,MA,1583,COUNTY,OPEN,1038,WORCESTER,25027,USA,822
10005271,BUTTE COUNTY JAIL,5 GILLICK WAY,OROVILLE,CA,95965,COUNTY,OPEN,586,BUTTE,6007,USA,614
10006476,LAFAYETTE COUNTY JAIL,5 COURTHOUSE SQUARE,LEWISVILLE,AR,71845,COUNTY,OPEN,-999,LAFAYETTE,5073,USA,-999
10001150,RIDGELAND CORRECTIONAL INSTITUTION,5 CORRECTIONAL RD,RIDGELAND,SC,29936,STATE,OPEN,969,JASPER,45053,USA,1014
10006203,WILDWOOD PRETRIAL FACILITY,5 CHUGACH AVENUE,KENAI,AK,99611,STATE,OPEN,106,KENAI PENINSULA,2122,USA,115
10004064,STE. GENEVIEVE COUNTY DETENTION CENTER,5 BASLER DR,STE. GENEVIEVE,MO,63670,COUNTY,OPEN,115,STE. GENEVIEVE,29186,USA,260
10004086,CATAHOULA CORRECTIONAL CENTER,499 OLD COLUMBIA RD,HARRISONBURG,LA,71340,COUNTY,OPEN,340,CATAHOULA,22025,USA,835
10006384,THE GROW ACADEMY,4986 COUNTY HIGHWAY M,OREGON,WI,53575,STATE,OPEN,7,DANE,55025,USA,12
10003272,ROANOKE VALLEY JUVENILE DETENTION CENTER,498 COYNER SPRINGS RD,ROANOKE,VA,24012,COUNTY,OPEN,-999,BOTETOURT,51023,USA,81
10003904,CHEROKEE COUNTY ADULT DETENTION CENTER,498 CHATTIN DRIVE,CANTON,GA,30115,COUNTY,OPEN,-999,CHEROKEE,13057,USA,512
10000565,KIT CARSON CORRECTIONAL FACILITY,49777 COUNTY ROAD V,BURLINGTON,CO,80807,STATE,OPEN,0,KIT CARSON,8063,USA,-999
10004312,MOREHEAD YOUTH DEVELOPMENT CENTER,495 FOREST HILLS DR,MOREHEAD,KY,40351,STATE,OPEN,6,ROWAN,21205,USA,40
10003159,HILLBROOK JUVENILE DETENTION CENTER,4949 VELASKO RD,SYRACUSE,NY,13215,COUNTY,OPEN,16,ONONDAGA,36067,USA,32
10003549,FRANKLIN COUNTY JAIL,494 GEORGE FRALEY PARKWAY,WINCHESTER,TN,37398,COUNTY,OPEN,211,FRANKLIN,47051,USA,114
10005280,LAKE COUNTY HILL ROAD JAIL,4913 HELBUSH DRIVE,LAKEPORT,CA,95453,COUNTY,OPEN,293,LAKE,6033,USA,-999
10006859,KNOX COUNTY WORK RELEASE CENTER,4910 MALONEYVILLE RD,KNOXVILLE,TN,37918,COUNTY,OPEN,105,KNOX,47093,USA,120
10005652,BARNES COUNTY CORRECTIONAL FACILITY,491 2ND AVE NW,VALLEY CITY,ND,58072,COUNTY,OPEN,17,BARNES,38003,USA,32
10006314,COASTAL BEND DETENTION CENTER,4909 FM 2826,ROBSTOWN,TX,78380,FEDERAL,OPEN,-999,NUECES,48355,USA,1176
10000811,MIRAMONTE CONSERVATION CAMP #5,49039 ORCHARD DRIVE,MIRAMONTE,CA,93641,STATE,OPEN,78,FRESNO,6019,USA,80
10000567,LIMON CORRECTIONAL FACILITY,49030 STATE HIGHWAY 71 SOUTH,LIMON,CO,80826,STATE,OPEN,852,LINCOLN,8073,USA,930
10004262,JACKSON COUNTY YOUTH DETENTION CENTER,4903 TELEPHONE RD,PASCAGOULA,MS,39567,COUNTY,OPEN,-999,JACKSON,28059,USA,48
10005848,NORTHWEST REGIONAL YOUTH CENTER,4901 NORTHEAST BARRY ROAD,KANSAS CITY,MO,64156,STATE,OPEN,28,CLAY,29047,USA,30
10001143,BIRCHWOOD INSTITUTION,4900 BROAD RIVER RD,COLUMBIA,SC,29212,STATE,OPEN,150,RICHLAND,45079,USA,140
10001926,JOHN G RICHARDS INSTITUTION,4900 BROAD RIVER RD,COLUMBIA,SC,29212,STATE,OPEN,-999,RICHLAND,45079,USA,120
10001927,WILLOW LANE PROGRAM FOR GIRLS,4900 BROAD RIVER RD,COLUMBIA,SC,29212,STATE,OPEN,-999,RICHLAND,45079,USA,20
10000909,POMONA CITY JAIL,490 W MISSION BLVD,POMONA,CA,91766,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,-999
10002203,VAN CISE-SIMONET DETENTION CENTER,490 W COLFAX AVENUE,DENVER,CO,80204,COUNTY,OPEN,-999,DENVER,8031,USA,-999
10005545,PONTOTOC COUNTY JAIL,490 HIGHWAY 6 W,PONTOTOC,MS,38863,COUNTY,OPEN,-999,PONTOTOC,28115,USA,42
10005245,ALLEGANY COUNTY JAIL,4884 STATE ROUTE 19S,BELMONT,NY,14813,COUNTY,OPEN,121,ALLEGANY,36003,USA,-999
10005750,CAMP FLORENCE,4859 SOUTH JETTY ROAD,FLORENCE,OR,97439,STATE,OPEN,17,LANE,41039,USA,25
10004965,LUCAS COUNTY HOLDING FACILITY,48559 HY-VEE ROAD,CHARITON,IA,50049,COUNTY,OPEN,8,LUCAS,19117,USA,-999
10005916,GRANT PARISH DETENTION CENTER,485 RICHARDSON DRIVE,COLFAX,LA,71417,COUNTY,OPEN,101,GRANT,22043,USA,106
10004143,ODOM CORRECTIONAL INSTITUTION,485 ODOM RD,JACKSON,NC,27845,STATE,OPEN,462,NORTHAMPTON,37131,USA,352
10001311,HARNEY COUNTY JAIL,485 N COURT AVE,BURNS,OR,97720,COUNTY,OPEN,12,HARNEY,41025,USA,23
10001132,KERSHAW CORRECTIONAL INSTITUTION,4848 GOLDMINE HWY,KERSHAW,SC,29067,STATE,OPEN,1330,LANCASTER,45057,USA,1372
10002149,MITCHELL COUNTY CORRECTIONAL INSTITUTE,4838 STATE HWY 37 E,CAMILLA,GA,31730,COUNTY,OPEN,144,MITCHELL,13205,USA,159
10005427,MERCER COUNTY DETENTION FACILITY,4835 STATE ROUTE 29,CELINA,OH,45822,COUNTY,OPEN,75,MERCER,39107,USA,-999
10001655,WEST FELICIANA PARISH DETENTION CENTER,4834 FELICIANA ST,ST. FRANCISVILLE,LA,70775,COUNTY,OPEN,38,WEST FELICIANA,22125,USA,39
10002957,SOUTH FORK FOREST CAMP,48300 WILSON RIVER HWY,TILLAMOOK,OR,97141,STATE,OPEN,188,TILLAMOOK,41057,USA,200
10001909,CENTRAL ARKANSAS COMMUNITY CORRECTION CENTER,4823 W 7TH ST,LITTLE ROCK,AR,72205,STATE,OPEN,158,PULASKI,5119,USA,150
10006292,GREEN OAKS JUVENILE DETENTION,4820 SOUTH GRAND STREET,MONROE,LA,71202,COUNTY,OPEN,-999,OUACHITA,22073,USA,60
10002148,MITCHELL COUNTY JUSTICE CENTER,4815 STATE HWY 37 E,CAMILLA,GA,31730,COUNTY,OPEN,31,MITCHELL,13205,USA,100
10004951,POWESHIEK COUNTY JAIL,4802 BARNES CITY RD,MONTEZUMA,IA,50171,COUNTY,OPEN,-999,POWESHIEK,19157,USA,6
10000951,OUACHITA PARISH CORRECTIONAL CENTER,4801 US HWY 165 BY-PASS S,MONROE,LA,71202,COUNTY,OPEN,888,OUACHITA,22073,USA,1112
10006291,OUACHITA PARISH WORK RELEASE FACILITY,4801 SOUTH GRAND STREET,MONROE,LA,71202,COUNTY,OPEN,211,OUACHITA,22073,USA,290
10001983,BELL COUNTY JUVENILE SERVICE CENTER,4800 E RANCIER AVE,KILLEEN,TX,76543,COUNTY,OPEN,-999,BELL,48027,USA,100
10004170,CALDWELL CORRECTIONAL CENTER,480 PLEASANT HILL RD,LENOIR,NC,28645,STATE,OPEN,238,CALDWELL,37027,USA,238
10001711,WEST TENNESSEE STATE PENITENTIARY,480 GREEN CHAPEL RD,HENNING,TN,38041,STATE,OPEN,1908,LAUDERDALE,47097,USA,2254
10000869,R J DONOVAN CORRECTIONAL FACILITY (RJD),480 ALTA ROAD,SAN DIEGO,CA,92179,STATE,OPEN,3915,SAN DIEGO,6073,USA,2992
10004510,SCHLEY COUNTY DETENTION FACILITY,48 PECAN STREET,ELLAVILLE,GA,31806,COUNTY,OPEN,-999,SCHLEY,13249,USA,-999
10006600,ALBERT ELIAS RESIDENTIAL COMMUNITY HOME,479 WEST BURLINGTON STREET,BORDENTOWN,NJ,8505,STATE,OPEN,8,BURLINGTON,34005,USA,25
10003289,RUSTBURG CORRECTIONAL UNIT #9,479 CAMP NINE RD,RUSTBURG,VA,24588,STATE,OPEN,149,CAMPBELL,51031,USA,157
10002612,KENOSHA COUNTY DETENTION CENTER,4777 88TH AVE,KENOSHA,WI,53144,COUNTY,OPEN,419,KENOSHA,55059,USA,1200
10005262,LASSEN COUNTY JUVENILE DETENTION FACILITY,477-060 SHERIFF CADY LANE,SUSANVILLE,CA,96130,COUNTY,OPEN,20,LASSEN,6035,USA,50
10005341,INDIO JUVENILE HALL,47665 OASIS STREET,INDIO,CA,92201,COUNTY,OPEN,-999,RIVERSIDE,6065,USA,82
10004184,PIEDMONT CORRECTIONAL INSTITUTION - MINIMUM SECURITY UNIT,4750 S MAIN ST,SALISBURY,NC,28147,STATE,OPEN,-999,ROWAN,37159,USA,276
10002310,HIGH DESERT STATE PRISON (HDSP),475-750 RICE CANYON ROAD,SUSANVILLE,CA,96127,STATE,OPEN,3521,LASSEN,6035,USA,2324
10003310,GREEN ROCK CORRECTIONAL CENTER,475 GREEN ROCK LANE,CHATHAM,VA,24531,STATE,OPEN,1030,PITTSYLVANIA,51143,USA,1038
10005086,CARIBOU COUNTY JAIL,475 EAST 2ND SOUTH,SODA SPRINGS,ID,83276,COUNTY,OPEN,25,CARIBOU,16029,USA,49
10004079,RICHLAND PARISH DETENTION CENTER-UNIT I,474 HWY 15,RAYVILLE,LA,71269,COUNTY,OPEN,310,RICHLAND,22083,USA,362
10004074,MOREHOUSE PARISH ANNEX,4729 EUGENE WARE RD,BASTROP,LA,71220,COUNTY,OPEN,-999,MOREHOUSE,22067,USA,70
10003042,EDMUND L. THOMAS ADOLESCENT CENTER,4728 LAKE PLEASANT RD,ERIE,PA,16504,COUNTY,OPEN,10,ERIE,42049,USA,28
10000398,MONTGOMERY CORRECTIONAL CENTER,4727 LANNIE RD,JACKSONVILLE,FL,32218,LOCAL,OPEN,512,DUVAL,12031,USA,648
10001825,GROSSMAN CENTER,4715 BREWER PL,LEAVENWORTH,KS,66048,FEDERAL,OPEN,-999,LEAVENWORTH,20103,USA,150
10006649,MCCROSSAN BOY'S RANCH,47135 260TH STREET,SIOUX FALLS,SD,57107,STATE,OPEN,-999,MINNEHAHA,46099,USA,-999
10005439,MONROE COUNTY SHERIFF'S OFFICE AND CORRECTIONAL FACILITY,47129 MOORE RIDGE ROAD,WOODSFIELD,OH,43793,COUNTY,OPEN,-999,MONROE,39111,USA,-999
10002923,LAREDO PROCESSING CENTER,4702 E SAUNDERS,LAREDO,TX,78041,FEDERAL,OPEN,266,WEBB,48479,USA,258
10000949,SWANSON CENTER FOR YOUTH AT MONROE,4701 S GRAND ST,MONROE,LA,71202,STATE,OPEN,156,OUACHITA,22073,USA,426
10002953,UMATILLA COUNTY CORRECTIONAL FACILITY,4700 NW PIONEER PL,PENDLETON,OR,97801,COUNTY,OPEN,207,UMATILLA,41059,USA,252
10003443,CLERMONT COUNTY JAIL,4700 E FILAGER RD,BATAVIA,OH,45103,COUNTY,OPEN,400,CLERMONT,39025,USA,334
10002736,JOHN R ROACH JUVENILE DETENTION CENTER,4700 COMMUNITY AVE,MCKINNEY,TX,75071,COUNTY,OPEN,-999,COLLIN,48085,USA,144
10004923,USP TERRE HAUTE,4700 BUREAU RD S,TERRE HAUTE,IN,47802,FEDERAL,OPEN,1355,VIGO,18167,USA,1355
10006185,EASTERN OHIO CORRECTION CENTER - MALE CENTER,470 STATE ROUTE 43,WINTERSVILLE,OH,43953,STATE,OPEN,74,JEFFERSON,39081,USA,86
10000318,WILCOX STATE PRISON,470 SOUTH BROAD STREET,ABBEVILLE,GA,31001,STATE,OPEN,1789,WILCOX,13315,USA,1827
10003148,ROCHESTER CORRECTIONAL FACILITY,470 FORD ST,ROCHESTER,NY,14608,STATE,OPEN,64,MONROE,36055,USA,70
10003227,QUEENSBORO CORRECTIONAL FACILITY,47-04 VAN DAM ST,LONG ISLAND CITY,NY,11101,STATE,OPEN,217,QUEENS,36081,USA,424
10005985,STAR COMMUNITY JUSTICE CENTER,4696 GALLIA PIKE,FRANKLIN FURNACE,OH,45629,STATE,OPEN,281,SCIOTO,39145,USA,300
10003445,OHIO RIVER VALLEY JUVENILE CORRECTIONAL FACILITY / STAR CJC,4696 GALLIA PIKE,FRANKLIN FURNACE,OH,45629,STATE,OPEN,0,SCIOTO,39145,USA,-999
10003856,BERKSHIRE COUNTY JAIL AND HOUSE OF CORRECTION,467 CHESHIRE ROAD,PITTSFIELD,MA,1201,COUNTY,OPEN,227,BERKSHIRE,25003,USA,500
10001120,SEQUEL TRANSITION ACADEMY,46560 264TH ST,SIOUX FALLS,SD,57107,STATE,OPEN,32,MINNEHAHA,46099,USA,32
10001054,SOUTH BEND COMMUNITY RE ENTRY CENTER,4650 OLD CLEVELAND RD,SOUTH BEND,IN,46628,STATE,OPEN,150,ST. JOSEPH,18141,USA,172
10004197,LINCOLN CORRECTIONAL CENTER,464 ROPER DR,LINCOLNTON,NC,28092,STATE,OPEN,233,LINCOLN,37109,USA,202
